# T  uPS  fI  fII  CI_1  CII_1  CI_2  CII_2
140.0 168.911954764 0.450774096733 0.549225903267 1.64088205358 1.6408652881 25.70698369 25.7070277949 
157.083333333 170.499372467 0.446925495888 0.553074504112 1.63903811942 1.63898363423 25.6777129512 25.6778554538 
174.166666667 171.838983293 0.34708464919 0.65291535081 3.27330327707 0.771642440992 21.4586216066 27.9428053802 
191.25 172.945985314 0.303253918696 0.696746081304 4.4381836455 0.425344231245 18.5240035776 28.8644057972 
208.333333333 173.835576603 0.287281308584 0.712718691416 5.05732540859 0.267866556528 16.9801111743 29.2887210335 
225.416666667 174.522955231 0.275696111076 0.724303888924 5.46666067488 0.190076978547 15.9663873987 29.499811547 
242.5 175.023319268 0.26787003136 0.73212996864 5.73673009192 0.14857879503 15.3007043562 29.6129667559 
259.583333333 175.351866788 0.263014215341 0.736985784659 5.90337679466 0.126475865382 14.8912262033 29.6734286099 
276.666666667 175.523795861 0.26056064347 0.73943935653 5.98754243496 0.116261205032 14.6847966355 29.7014227469 
293.75 175.554304559 0.260131432048 0.739868567952 6.00227037122 0.114536869907 14.6487004721 29.7061519512 
310.833333333 175.458590954 0.261484193058 0.738515806942 5.95585780116 0.120034064866 14.7624780978 29.6910788078 
327.916666667 175.251853117 0.264468957917 0.735531042083 5.85347708374 0.132827725903 15.0137338455 29.6560380327 
345.0 174.94928912 0.268994938486 0.731005061514 5.6980645925 0.154077874598 15.3958528315 29.5979463875 
362.083333333 174.566097034 0.275000714478 0.724999285522 5.4907895821 0.186068356179 15.9068099366 29.5107235318 
379.166666667 174.117474932 0.282418731657 0.717581268343 5.2312052005 0.232493889546 16.5488036451 29.384561482 
396.25 173.618620883 0.291115599207 0.708884400793 4.91702615923 0.299082164933 17.3288576449 29.2043241479 
413.333333333 173.084732961 0.300754464335 0.699245535665 4.54321078172 0.394881916619 18.261225673 28.9462225385 
430.416666667 172.531009236 0.310442862433 0.689557137567 4.09874656494 0.53515058286 19.3756942204 28.5703699269 
447.5 171.972647781 0.331045309132 0.668954690868 3.49077327286 0.724487856425 20.9083139708 28.0672345199 
464.583333333 171.424846667 0.425122967696 0.574877032304 2.43707561586 1.04838065004 23.5942442127 27.2114617175 
481.666666667 170.902803964 0.44668017199 0.55331982801 1.63860423353 1.63847931113 25.6702028956 25.6705291405 
498.75 170.421717746 0.447064396579 0.552935603421 1.63912623103 1.63907708412 25.6791474483 25.6792760256 
515.833333333 169.996786084 0.447277616904 0.552722383096 1.63961533219 1.63958340557 25.6869841698 25.6870678257 
532.916666667 169.643207048 0.447421179059 0.552578820941 1.64002659346 1.6400019099 25.6935004914 25.6935652525 
550.0 169.376178712 0.447515324606 0.552484675394 1.64033843231 1.64031736255 25.6984224972 25.698477831 
