# T  uPS  fI  fII  CI_1  CII_1  CI_2  CII_2
140.0 168.911954764 0.468671999843 0.531328000157 2.58730660506 2.58728366549 23.2856182479 23.2856775365 
157.083333333 170.499372467 0.468476026685 0.531523973315 2.58318969271 2.58313248474 23.2483555311 23.2485023478 
174.166666667 171.838983293 0.627155597363 0.372844402637 3.56772666353 0.929255929347 20.7207037428 27.5202823557 
191.25 172.945985314 0.538865753433 0.461134246567 4.43854525722 0.425445629117 18.523116694 28.8641217177 
208.333333333 173.835576603 0.485028732137 0.514971267863 5.05742448733 0.2678856304 16.9798714589 29.288664675 
225.416666667 174.522955231 0.45539070135 0.54460929865 5.46665412129 0.19007590234 15.9664031065 29.4998149222 
242.5 175.023319268 0.437667485322 0.562332514678 5.73672614575 0.148578251063 15.3007137547 29.6129685592 
259.583333333 175.351866788 0.427337430143 0.572662569857 5.90337391109 0.12647551098 14.8912330435 29.6734298368 
276.666666667 175.523795861 0.422279162323 0.577720837677 5.98753997551 0.116260920397 14.6848024578 29.7014237573 
293.75 175.554304559 0.42140448861 0.57859551139 6.00226797991 0.114536596083 14.648706131 29.7061529277 
310.833333333 175.458590954 0.424171338609 0.575828661391 5.95585519048 0.120033755737 14.7624842828 29.6910798945 
327.916666667 175.251853117 0.430385660948 0.569614339052 5.85347391582 0.132827322705 15.0137413693 29.6560394094 
345.0 174.94928912 0.440127341581 0.559872658419 5.69806034926 0.154077274353 15.3958629467 29.5979483596 
362.083333333 174.566097034 0.453753526325 0.546246473675 5.49078332014 0.186067343286 15.906824937 29.5107267223 
379.166666667 174.117474932 0.471985827454 0.528014172546 5.23119497645 0.232491952456 16.5488282834 29.3845673371 
396.25 173.618620883 0.496129812649 0.503870187351 4.91715801845 0.299109984077 17.3285376195 29.2042431927 
413.333333333 173.084732961 0.528740939096 0.471259060904 4.54349894425 0.394958066564 18.2605205358 28.9460077273 
430.416666667 172.531009236 0.575279678508 0.424720321492 4.10042881933 0.535716535601 19.3715382255 28.5688128231 
447.5 171.972647781 0.633159284812 0.366840715188 3.6269532424 0.784883895131 20.5679962379 27.9044288218 
464.583333333 171.424846667 0.469104880497 0.530895119503 2.58096924739 2.58057144949 23.2262827531 23.227299475 
481.666666667 170.902803964 0.468637701905 0.531362298095 2.58216026535 2.58206883204 23.238880668 23.2391149004 
498.75 170.421717746 0.468569733751 0.531430266249 2.58338942883 2.58333609856 23.2501770283 23.2503139405 
515.833333333 169.996786084 0.468603023716 0.531396976284 2.58448694068 2.58444798942 23.2601429401 23.2602431266 
532.916666667 169.643207048 0.468661338937 0.531338661063 2.58540383245 2.58537207684 23.2684391679 23.268520975 
550.0 169.376178712 0.468715446072 0.531284553928 2.58609779932 2.58606991415 23.2747086483 23.2747805701 
