# T  uPS  fI  fII  CI_1  CII_1  CI_2  CII_2
140.0 168.911954764 0.437088188718 0.562911811282 0.58117139432 0.581169345778 28.4773386071 28.4773443101 
157.083333333 170.499372467 0.428591605752 0.571408394248 0.580907775658 0.580905207985 28.464405037 28.4644121736 
174.166666667 171.838983293 0.428550647156 0.571449352844 0.580685723842 0.580682487216 28.4535047061 28.4535136891 
191.25 172.945985314 0.428503306817 0.571496693183 0.580502617691 0.580498506151 28.4445066166 28.4445180137 
208.333333333 173.835576603 0.428451206039 0.571548793961 0.580355856643 0.58035060512 28.4372815902 28.4372961327 
225.416666667 174.522955231 0.428397344984 0.571602655016 0.58024283431 0.580236182826 28.4317020628 28.4317204674 
242.5 175.023319268 0.428346612914 0.571653387086 0.580160937148 0.58015268866 28.4276418322 28.4276646424 
259.583333333 175.351866788 0.428305810861 0.571694189139 0.580107458801 0.580097678758 28.424976057 28.425003092 
276.666666667 175.523795861 0.428282224588 0.571717775412 0.580079623445 0.580068791203 28.4235809768 28.4236109142 
293.75 175.554304559 0.428280375411 0.571719624589 0.58007469944 0.580063654396 28.4233334024 28.4233639268 
310.833333333 175.458590954 0.428299214955 0.571700785045 0.580090168393 0.580079754672 28.4241100729 28.4241388559 
327.916666667 175.251853117 0.428332944673 0.571667055327 0.580123703211 0.580114447379 28.4257875576 28.4258131465 
345.0 174.94928912 0.428374506617 0.571625493383 0.580173021223 0.580165061973 28.4282425214 28.4282645336 
362.083333333 174.566097034 0.428418232786 0.571581767214 0.580235756739 0.580228993221 28.4313519546 28.4313706682 
379.166666667 174.117474932 0.428460511644 0.571539488356 0.580309451836 0.580303704613 28.4349930933 28.4350090033 
396.25 173.618620883 0.428499393023 0.571500606977 0.58039160624 0.580386688146 28.4390431965 28.439056819 
413.333333333 173.084732961 0.428534003904 0.571465996096 0.580479703243 0.580475442634 28.4433794059 28.4433912144 
430.416666667 172.531009236 0.42856409409 0.57143590591 0.580571208727 0.580567472707 28.4478786971 28.4478890581 
447.5 171.972647781 0.428589744058 0.571410255942 0.580663592774 0.580660271538 28.4524177879 28.4524270043 
464.583333333 171.424846667 0.428611191066 0.571388808934 0.580754321677 0.5807513263 28.4568731451 28.4568814623 
481.666666667 170.902803964 0.428628729267 0.571371270733 0.580840854576 0.580838120779 28.461120996 28.461128591 
498.75 170.421717746 0.428642652811 0.571357347189 0.580920657426 0.58091812565 28.4650373121 28.4650443495 
515.833333333 169.996786084 0.428653222107 0.571346777893 0.580991187328 0.580988811506 28.4684978908 28.4685044976 
532.916666667 169.643207048 0.428660641617 0.571339358383 0.581049906901 0.581047640073 28.471378374 28.47138468 
550.0 169.376178712 0.428665040876 0.571334959124 0.581094265657 0.58109208066 28.4735543736 28.4735604536 
